"Latitude","Longitude","Pollutant Standard","Year","Units of Measure","Arithmetic Mean","State Name","County Name"
34.26464,-116.86147,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",12.433333,"California","San Bernardino"
34.06957,-116.38893,"Ozone 8-hour 2015",2005,"Parts per million",0.059192,"California","San Bernardino"
34.106678,-117.274063,"CO 1-hour 1971",2005,"Parts per million",0.586444,"California","San Bernardino"
34.106678,-117.274063,"NO2 1-hour 2010",2005,"Parts per billion",41.956164,"California","San Bernardino"
34.106678,-117.274063,"Ozone 8-hour 2015",2005,"Parts per million",0.048135,"California","San Bernardino"
34.106678,-117.274063,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",17.311927,"California","San Bernardino"
34.193925,-116.914063,"Ozone 8-hour 2015",2005,"Parts per million",0.060126,"California","San Bernardino"
32.631242,-117.059088,"CO 1-hour 1971",2005,"Parts per million",0.671953,"California","San Diego"
32.631242,-117.059088,"SO2 1-hour 2010",2005,"Parts per billion",4.099723,"California","San Diego"
32.631242,-117.059088,"NO2 1-hour 2010",2005,"Parts per billion",30.634561,"California","San Diego"
32.631242,-117.059088,"Ozone 8-hour 2015",2005,"Parts per million",0.045595,"California","San Diego"
32.631242,-117.059088,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",11.82521,"California","San Diego"
32.791194,-116.942092,"NO2 1-hour 2010",2005,"Parts per billion",31.24234,"California","San Diego"
32.791194,-116.942092,"Ozone 8-hour 2015",2005,"Parts per million",0.041587,"California","San Diego"
32.791194,-116.942092,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",11.279635,"California","San Diego"
32.836461,-117.128752,"NO2 1-hour 2010",2005,"Parts per billion",31.171745,"California","San Diego"
32.836461,-117.128752,"Ozone 8-hour 2015",2005,"Parts per million",0.041636,"California","San Diego"
32.836461,-117.128752,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",10.122115,"California","San Diego"
32.717265,-117.166353,"CO 1-hour 1971",2005,"Parts per million",1.272035,"California","San Diego"
32.952124,-117.264088,"Ozone 8-hour 2015",2005,"Parts per million",0.042245,"California","San Diego"
33.127769,-117.075086,"CO 1-hour 1971",2005,"Parts per million",0.729233,"California","San Diego"
33.127769,-117.075086,"NO2 1-hour 2010",2005,"Parts per billion",29.432507,"California","San Diego"
33.127769,-117.075086,"Ozone 8-hour 2015",2005,"Parts per million",0.041354,"California","San Diego"
33.127769,-117.075086,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",12.143137,"California","San Diego"
32.842318,-116.768293,"NO2 1-hour 2010",2005,"Parts per billion",23.643875,"California","San Diego"
32.842318,-116.768293,"Ozone 8-hour 2015",2005,"Parts per million",0.05256,"California","San Diego"
32.709224,-117.154841,"CO 1-hour 1971",2005,"Parts per million",0.90118,"California","San Diego"
32.709224,-117.154841,"SO2 1-hour 2010",2005,"Parts per billion",5.4375,"California","San Diego"
32.709224,-117.154841,"NO2 1-hour 2010",2005,"Parts per billion",36.636364,"California","San Diego"
32.709224,-117.154841,"Ozone 8-hour 2015",2005,"Parts per million",0.033407,"California","San Diego"
32.709224,-117.154841,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",10.599438,"California","San Diego"
33.217055,-117.396177,"NO2 1-hour 2010",2005,"Parts per billion",27.748588,"California","San Diego"
33.217055,-117.396177,"Ozone 8-hour 2015",2005,"Parts per million",0.044918,"California","San Diego"
32.701492,-117.149653,"CO 1-hour 1971",2005,"Parts per million",0.881837,"California","San Diego"
32.701492,-117.149653,"SO2 1-hour 2010",2005,"Parts per billion",7.385542,"California","San Diego"
32.701492,-117.149653,"NO2 1-hour 2010",2005,"Parts per billion",38.622754,"California","San Diego"
32.701492,-117.149653,"Ozone 8-hour 2015",2005,"Parts per million",0.036711,"California","San Diego"
32.701492,-117.149653,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",15.644156,"California","San Diego"
32.725226,-116.365203,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",4.642222,"California","San Diego"
32.725226,-116.365203,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",4.645455,"California","San Diego"
32.552164,-116.937772,"CO 1-hour 1971",2005,"Parts per million",0.888476,"California","San Diego"
32.552164,-116.937772,"SO2 1-hour 2010",2005,"Parts per billion",8.009009,"California","San Diego"
32.552164,-116.937772,"NO2 1-hour 2010",2005,"Parts per billion",40.987842,"California","San Diego"
32.552164,-116.937772,"Ozone 8-hour 2015",2005,"Parts per million",0.035907,"California","San Diego"
37.784,-122.4216,"CO 1-hour 1971",2005,"Parts per million",0.669361,"California","San Francisco"
37.765946,-122.399044,"CO 1-hour 1971",2005,"Parts per million",0.488713,"California","San Francisco"
37.765946,-122.399044,"SO2 1-hour 2010",2005,"Parts per billion",3.45098,"California","San Francisco"
37.765946,-122.399044,"NO2 1-hour 2010",2005,"Parts per billion",26.881215,"California","San Francisco"
37.765946,-122.399044,"Ozone 8-hour 2015",2005,"Parts per million",0.025945,"California","San Francisco"
37.765946,-122.399044,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",11.006436,"California","San Francisco"
37.7338,-122.3824,"CO 1-hour 1971",2005,"Parts per million",0.080703,"California","San Francisco"
37.7338,-122.3824,"SO2 1-hour 2010",2005,"Parts per billion",2.615854,"California","San Francisco"
37.7338,-122.3824,"NO2 1-hour 2010",2005,"Parts per billion",21.585366,"California","San Francisco"
37.7338,-122.3824,"Ozone 8-hour 2015",2005,"Parts per million",0.030299,"California","San Francisco"
37.950741,-121.268523,"CO 1-hour 1971",2005,"Parts per million",0.436132,"California","San Joaquin"
37.950741,-121.268523,"NO2 1-hour 2010",2005,"Parts per billion",29.575843,"California","San Joaquin"
37.950741,-121.268523,"Ozone 8-hour 2015",2005,"Parts per million",0.034584,"California","San Joaquin"
37.950741,-121.268523,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",12.508197,"California","San Joaquin"
35.614668,-120.656912,"Ozone 8-hour 2015",2005,"Parts per million",0.042917,"California","San Luis Obispo"
35.12389,-120.63215,"NO2 1-hour 2010",2005,"Parts per billion",13.778723,"California","San Luis Obispo"
35.12389,-120.63215,"Ozone 8-hour 2015",2005,"Parts per million",0.038039,"California","San Luis Obispo"
35.283864,-120.655171,"CO 1-hour 1971",2005,"Parts per million",0.203094,"California","San Luis Obispo"
35.283864,-120.655171,"NO2 1-hour 2010",2005,"Parts per billion",15.626459,"California","San Luis Obispo"
35.283864,-120.655171,"Ozone 8-hour 2015",2005,"Parts per million",0.031512,"California","San Luis Obispo"
35.283864,-120.655171,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",6.641026,"California","San Luis Obispo"
35.02083,-120.56388,"SO2 1-hour 2010",2005,"Parts per billion",5.6,"California","San Luis Obispo"
35.25651,-120.6693,"CO 1-hour 1971",2005,"Parts per million",0.207915,"California","San Luis Obispo"
35.25651,-120.6693,"NO2 1-hour 2010",2005,"Parts per billion",18.524752,"California","San Luis Obispo"
35.25651,-120.6693,"Ozone 8-hour 2015",2005,"Parts per million",0.035263,"California","San Luis Obispo"
35.25651,-120.6693,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",7.223529,"California","San Luis Obispo"
35.36631,-120.84271,"NO2 1-hour 2010",2005,"Parts per billion",13.872222,"California","San Luis Obispo"
35.36631,-120.84271,"Ozone 8-hour 2015",2005,"Parts per million",0.035699,"California","San Luis Obispo"
35.03146,-120.50103,"SO2 1-hour 2010",2005,"Parts per billion",8.002747,"California","San Luis Obispo"
35.03146,-120.50103,"NO2 1-hour 2010",2005,"Parts per billion",11.606061,"California","San Luis Obispo"
35.03146,-120.50103,"Ozone 8-hour 2015",2005,"Parts per million",0.038081,"California","San Luis Obispo"
35.49158,-120.66804,"NO2 1-hour 2010",2005,"Parts per billion",18.518106,"California","San Luis Obispo"
35.49158,-120.66804,"Ozone 8-hour 2015",2005,"Parts per million",0.039836,"California","San Luis Obispo"
35.49158,-120.66804,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",7.374545,"California","San Luis Obispo"
35.49158,-120.66804,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",7.098246,"California","San Luis Obispo"
37.482934,-122.20337,"CO 1-hour 1971",2005,"Parts per million",0.556056,"California","San Mateo"
37.482934,-122.20337,"NO2 1-hour 2010",2005,"Parts per billion",25.907303,"California","San Mateo"
37.482934,-122.20337,"Ozone 8-hour 2015",2005,"Parts per million",0.027975,"California","San Mateo"
37.482934,-122.20337,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",9.521739,"California","San Mateo"
34.46245,-120.02551,"SO2 1-hour 2010",2005,"Parts per billion",0.902778,"California","Santa Barbara"
34.46245,-120.02551,"NO2 1-hour 2010",2005,"Parts per billion",16.055556,"California","Santa Barbara"
34.46245,-120.02551,"Ozone 8-hour 2015",2005,"Parts per million",0.041466,"California","Santa Barbara"
34.427775,-119.691218,"CO 1-hour 1971",2005,"Parts per million",0.346287,"California","Santa Barbara"
34.427775,-119.691218,"NO2 1-hour 2010",2005,"Parts per billion",22.548209,"California","Santa Barbara"
34.427775,-119.691218,"Ozone 8-hour 2015",2005,"Parts per million",0.037869,"California","Santa Barbara"
34.427775,-119.691218,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",10.705769,"California","Santa Barbara"
34.942872,-120.435611,"CO 1-hour 1971",2005,"Parts per million",0.270601,"California","Santa Barbara"
34.942872,-120.435611,"NO2 1-hour 2010",2005,"Parts per billion",19.361111,"California","Santa Barbara"
34.942872,-120.435611,"Ozone 8-hour 2015",2005,"Parts per million",0.033834,"California","Santa Barbara"
34.942872,-120.435611,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",8.19375,"California","Santa Barbara"
34.725352,-120.428717,"SO2 1-hour 2010",2005,"Parts per billion",0.917847,"California","Santa Barbara"
34.725352,-120.428717,"NO2 1-hour 2010",2005,"Parts per billion",3.480663,"California","Santa Barbara"
34.725352,-120.428717,"Ozone 8-hour 2015",2005,"Parts per million",0.044317,"California","Santa Barbara"
34.54166,-119.79146,"NO2 1-hour 2010",2005,"Parts per billion",2.871233,"California","Santa Barbara"
34.54166,-119.79146,"Ozone 8-hour 2015",2005,"Parts per million",0.046558,"California","Santa Barbara"
34.52744,-120.1965,"NO2 1-hour 2010",2005,"Parts per billion",14.083565,"California","Santa Barbara"
34.52744,-120.1965,"Ozone 8-hour 2015",2005,"Parts per million",0.03385,"California","Santa Barbara"
34.414942,-119.879511,"SO2 1-hour 2010",2005,"Parts per billion",0.955923,"California","Santa Barbara"
34.403052,-119.457914,"NO2 1-hour 2010",2005,"Parts per billion",8.011142,"California","Santa Barbara"
34.403052,-119.457914,"Ozone 8-hour 2015",2005,"Parts per million",0.032289,"California","Santa Barbara"
34.48974,-120.04692,"CO 1-hour 1971",2005,"Parts per million",0.223854,"California","Santa Barbara"
34.48974,-120.04692,"SO2 1-hour 2010",2005,"Parts per billion",1.566298,"California","Santa Barbara"
34.48974,-120.04692,"NO2 1-hour 2010",2005,"Parts per billion",5.798343,"California","Santa Barbara"
34.48974,-120.04692,"Ozone 8-hour 2015",2005,"Parts per million",0.047564,"California","Santa Barbara"
34.63782,-120.4575,"CO 1-hour 1971",2005,"Parts per million",0.298292,"California","Santa Barbara"
34.63782,-120.4575,"SO2 1-hour 2010",2005,"Parts per billion",1.149584,"California","Santa Barbara"
34.63782,-120.4575,"NO2 1-hour 2010",2005,"Parts per billion",12.38674,"California","Santa Barbara"
34.63782,-120.4575,"Ozone 8-hour 2015",2005,"Parts per million",0.034568,"California","Santa Barbara"
34.44551,-119.8284,"CO 1-hour 1971",2005,"Parts per million",0.250684,"California","Santa Barbara"
34.44551,-119.8284,"SO2 1-hour 2010",2005,"Parts per billion",1.088154,"California","Santa Barbara"
34.44551,-119.8284,"NO2 1-hour 2010",2005,"Parts per billion",16.955432,"California","Santa Barbara"
34.44551,-119.8284,"Ozone 8-hour 2015",2005,"Parts per million",0.039934,"California","Santa Barbara"
34.605819,-120.075069,"Ozone 8-hour 2015",2005,"Parts per million",0.039629,"California","Santa Barbara"
34.5959,-120.631315,"CO 1-hour 1971",2005,"Parts per million",0.036803,"California","Santa Barbara"
34.5959,-120.631315,"SO2 1-hour 2010",2005,"Parts per billion",0.715877,"California","Santa Barbara"
34.5959,-120.631315,"NO2 1-hour 2010",2005,"Parts per billion",2.657382,"California","Santa Barbara"
34.5959,-120.631315,"Ozone 8-hour 2015",2005,"Parts per million",0.040911,"California","Santa Barbara"
36.999571,-121.574684,"Ozone 8-hour 2015",2005,"Parts per million",0.038444,"California","Santa Clara"
37.348497,-121.894898,"CO 1-hour 1971",2005,"Parts per million",0.671663,"California","Santa Clara"
37.348497,-121.894898,"NO2 1-hour 2010",2005,"Parts per billion",31.286908,"California","Santa Clara"
37.348497,-121.894898,"Ozone 8-hour 2015",2005,"Parts per million",0.029832,"California","Santa Clara"
37.348497,-121.894898,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",13.834123,"California","Santa Clara"
37.226862,-121.979675,"Ozone 8-hour 2015",2005,"Parts per million",0.032563,"California","Santa Clara"
37.3062,-121.84885,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",12.341346,"California","Santa Clara"
37.3915,-121.8422,"Ozone 8-hour 2015",2005,"Parts per million",0.036236,"California","Santa Clara"
37.079379,-121.600031,"Ozone 8-hour 2015",2005,"Parts per million",0.042284,"California","Santa Clara"
37.355475,-122.050845,"Ozone 8-hour 2015",2005,"Parts per million",0.030303,"California","Santa Clara"
37.011894,-122.194413,"CO 1-hour 1971",2005,"Parts per million",0.354849,"California","Santa Cruz"
37.011894,-122.194413,"SO2 1-hour 2010",2005,"Parts per billion",2.215152,"California","Santa Cruz"
37.011894,-122.194413,"NO2 1-hour 2010",2005,"Parts per billion",10.245125,"California","Santa Cruz"
37.011894,-122.194413,"Ozone 8-hour 2015",2005,"Parts per million",0.033212,"California","Santa Cruz"
36.933285,-121.796896,"Ozone 8-hour 2015",2005,"Parts per million",0.03213,"California","Santa Cruz"
37.05217,-122.013573,"Ozone 8-hour 2015",2005,"Parts per million",0.033845,"California","Santa Cruz"
36.98332,-121.98822,"Ozone 8-hour 2015",2005,"Parts per million",0.031751,"California","Santa Cruz"
36.98332,-121.98822,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",7.390244,"California","Santa Cruz"
40.55013,-122.38092,"Ozone 8-hour 2015",2005,"Parts per million",0.039722,"California","Shasta"
40.55013,-122.38092,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",7.316667,"California","Shasta"
40.452913,-122.298866,"Ozone 8-hour 2015",2005,"Parts per million",0.041117,"California","Shasta"
40.53999,-121.57646,"Ozone 8-hour 2015",2005,"Parts per million",0.045549,"California","Shasta"
40.6304,-122.4031,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",6.224324,"California","Shasta"
40.69184,-122.40179,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",4.983333,"California","Shasta"
38.102507,-122.237976,"CO 1-hour 1971",2005,"Parts per million",0.442016,"California","Solano"
38.102507,-122.237976,"SO2 1-hour 2010",2005,"Parts per billion",2.532164,"California","Solano"
38.102507,-122.237976,"NO2 1-hour 2010",2005,"Parts per billion",19.78655,"California","Solano"
38.102507,-122.237976,"Ozone 8-hour 2015",2005,"Parts per million",0.029552,"California","Solano"
38.102507,-122.237976,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",10.706667,"California","Solano"
38.227066,-122.075624,"Ozone 8-hour 2015",2005,"Parts per million",0.036407,"California","Solano"
38.35655,-121.94986,"Ozone 8-hour 2015",2005,"Parts per million",0.03361,"California","Solano"
38.443503,-122.710169,"CO 1-hour 1971",2005,"Parts per million",0.418966,"California","Sonoma"
38.443503,-122.710169,"NO2 1-hour 2010",2005,"Parts per billion",20.610028,"California","Sonoma"
38.443503,-122.710169,"Ozone 8-hour 2015",2005,"Parts per million",0.027329,"California","Sonoma"
38.443503,-122.710169,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",8.449451,"California","Sonoma"
38.654069,-122.901857,"Ozone 8-hour 2015",2005,"Parts per million",0.030668,"California","Sonoma"
37.642165,-120.994212,"CO 1-hour 1971",2005,"Parts per million",0.420568,"California","Stanislaus"
37.642165,-120.994212,"NO2 1-hour 2010",2005,"Parts per billion",26.206044,"California","Stanislaus"
37.642165,-120.994212,"Ozone 8-hour 2015",2005,"Parts per million",0.039468,"California","Stanislaus"
37.642165,-120.994212,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",13.933884,"California","Stanislaus"
37.488317,-120.836008,"CO 1-hour 1971",2005,"Parts per million",0.389471,"California","Stanislaus"
37.488317,-120.836008,"NO2 1-hour 2010",2005,"Parts per billion",25.370717,"California","Stanislaus"
37.488317,-120.836008,"Ozone 8-hour 2015",2005,"Parts per million",0.037151,"California","Stanislaus"
39.138773,-121.618549,"CO 1-hour 1971",2005,"Parts per million",0.278794,"California","Sutter"
39.138773,-121.618549,"NO2 1-hour 2010",2005,"Parts per billion",23.954674,"California","Sutter"
39.138773,-121.618549,"Ozone 8-hour 2015",2005,"Parts per million",0.035325,"California","Sutter"
39.138773,-121.618549,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",9.555556,"California","Sutter"
39.138773,-121.618549,"PM25 Annual 2012",2005,"Micrograms/cubic meter (LC)",9.508772,"California","Sutter"
39.205572,-121.820362,"Ozone 8-hour 2015",2005,"Parts per million",0.053341,"California","Sutter"
36.566128,-118.7777,"Ozone 8-hour 2015",2005,"Parts per million",0.052,"California","Tulare"
